lni_edition,year,filename,label_research_software,label_research_software_justification,label_software_evaluation,label_software_evaluation_justification,label_empirical_study,label_empirical_study_justification,status
lni37,2003,GI-Proceedings.37-41.pdf,1,"The article discusses the web-based learning environment ScholionWB+, which is described as an interactive, context-sensitive software solution developed for knowledge transfer. This indicates the presence of research software created for educational purposes.",1,"The article includes a methodology for evaluating the ScholionWB+ software, assessing its effectiveness in supporting self-directed learning and identifying key features for development. This indicates that the software's quality characteristics are being evaluated.",1,"The article presents an empirical evaluation of ScholionWB+ through a controlled study involving students, where various metrics related to learning outcomes and user interaction were measured. This aligns with the criteria for an empirical study.",success
lni37,2003,GI-Proceedings.37-42.pdf,1,"The article discusses the development and use of a web-based item editor for creating knowledge diagnostic modules, which qualifies as research software since it is a tool created for a specific research purpose in the context of E-Learning applications.",1,"The article evaluates the effectiveness and usability of the item editor and the knowledge diagnostic modules, indicating a focus on quality characteristics of the software used in the research.",1,"The article describes an empirical study involving the implementation of the k-MED project, where the effectiveness of the knowledge diagnostic modules is assessed through student feedback and performance, fitting the criteria for empirical research.",success
lni37,2003,GI-Proceedings.37-43.pdf,1,"The article discusses a web-based course that includes interactive elements and multimedia components, which implies the presence of research software developed for educational purposes.",1,"The article evaluates the usage and effectiveness of the web-based course by analyzing user behavior and engagement metrics, indicating an assessment of the software's quality characteristics.",1,"The article presents an empirical study that quantitatively analyzes user behavior and engagement with the web-based course, employing statistical methods to interpret the collected data.",success
lni37,2003,GI-Proceedings.37-44.pdf,1,"The article discusses the development and implementation of the APO-Pilot, which is described as an innovative e-learning tool that integrates knowledge management concepts. This indicates the presence of research software created for educational purposes.",1,"The article evaluates the APO-Pilot by discussing its functionality, architecture, and how it supports self-directed learning and process-oriented education. It also mentions pilot implementations, which suggest an assessment of the software's effectiveness in real-world scenarios.",1,"The article describes the use of the APO-Pilot in various pilot projects with organizations like Deutsche Telekom and Siemens, indicating that it is involved in empirical research to assess its impact on learning processes. This aligns with the criteria for empirical studies as it involves testing the software in practical settings.",success
lni37,2003,GI-Proceedings.37-45.pdf,1,"The article discusses the implementation of modular teaching units and mentions the use of Zope, a web application server, which indicates the presence of research software developed for educational purposes.",1,"The article includes results from an evaluation of the teaching modules, specifically assessing the navigation interface and content appropriateness, which constitutes an evaluation of the software's quality characteristics.",1,"The article describes an empirical study involving the deployment of educational modules and the collection of feedback from students through surveys, which aligns with the criteria for empirical research.",success
lni37,2003,GI-Proceedings.37-46.pdf,1,"The article discusses the development of a multimedia learning unit that includes a configurable, modular visualization environment for teaching algorithms and data structures, indicating the presence of research software.",1,"The article evaluates the effectiveness of the visualization environment through observational studies and feedback from students, assessing its impact on learning outcomes and user experience.",1,"The article describes an empirical study where the software was used in a classroom setting to teach students about AVL trees and Dijkstra's algorithm, involving data collection and analysis of student performance and feedback.",success
lni37,2003,GI-Proceedings.37-47.pdf,1,"The article describes the development of an interactive self-learning environment for security protocols, which implies the creation of software components for simulation, validation, and visualization of security protocols.",1,"The article includes a usability test and feedback from users regarding the effectiveness of the self-learning environment, indicating an evaluation of the software's quality and usability.",1,"The article reports on a usability test conducted with students, which involves empirical data collection and analysis of user feedback, thus qualifying it as an empirical study.",success
lni37,2003,GI-Proceedings.37-48.pdf,1,"The article discusses a system for creating and publishing learning objects using XML, which implies the presence of software components such as authoring tools and a publication framework.",0,"While the article describes the functionalities and design of the software, it does not provide an evaluation of the software's quality characteristics or performance metrics.",0,The article does not present an empirical study; it focuses on a theoretical framework and model for software development rather than conducting empirical research with data collection and analysis.,success
lni37,2003,GI-Proceedings.37-49.pdf,1,"The article describes the development of a Learning Object (LO) Editor, which is a piece of research software created specifically for managing learning objects and metadata in an educational context. This indicates the presence of research software.",1,"The article discusses the iterative design process and user-centered design (UCD) approach used to develop the LO-Editor, which implies an evaluation of its usability and functionality based on user feedback. This suggests that the quality characteristics of the software were assessed during its development.",1,"The article outlines the development process of the LO-Editor, including user testing and feedback sessions, which aligns with empirical research methods. The iterative design process reflects a systematic approach to improving the software based on empirical data gathered from users.",success
lni37,2003,GI-Proceedings.37-5.pdf,1,"The article discusses the use of the software CommSy, which is a web-based tool designed to support collaborative learning and group work in educational settings. This indicates the presence of research software as it was utilized in the study.",1,"The article evaluates the effectiveness of the software CommSy in the context of open seminars. It discusses how the software supports various aspects of the learning process and includes feedback from participants regarding its functionality, which constitutes an evaluation of the software's quality characteristics.",1,"The article presents an empirical study based on the experiences and evaluations from five seminars conducted with students. It employs qualitative methods, including focus groups and questionnaires, to gather data on the effectiveness of the seminar format and the software used, thus fitting the criteria for an empirical study.",success
lni37,2003,GI-Proceedings.37-50.pdf,1,"The article discusses Javanti, a research software tool designed for creating interactive presentations and learning courses, indicating the presence of research software.",1,"The article evaluates the functionalities and usability of Javanti, particularly its visual programming language and interaction capabilities, which constitutes an evaluation of the software's quality characteristics.",1,"The article describes the use of Javanti in educational settings, suggesting that it is used to conduct empirical research on teaching and learning processes, thus qualifying it as an empirical study.",success
lni37,2003,GI-Proceedings.37-51.pdf,1,"The article discusses the development of the metacoon system, which is described as an integrated learning, working, and authoring environment. This indicates the presence of research software created for educational purposes.",1,"The article outlines the testing and evaluation of the metacoon system in various courses, suggesting that the quality and functionality of the software have been assessed based on user experiences and requirements.",1,"The article describes the implementation of the metacoon system in multiple educational settings, which involves empirical research through the collection of data on its effectiveness and user interaction, thus qualifying it as an empirical study.",success
lni37,2003,GI-Proceedings.37-6.pdf,0,"The article discusses educational concepts and methodologies related to blended learning and social integration in e-learning but does not mention any specific research software, algorithms, or computational tools developed for the research.",0,"There is no evaluation of any research software in the article. The focus is on pedagogical approaches and the integration of communication tools like CSCL and ICQ, rather than assessing the quality or effectiveness of any software.",1,"The article presents an empirical study based on evaluations conducted with students regarding their experiences with blended learning and CSCL. It includes data collection methods such as questionnaires and interviews, which align with empirical research practices.",success
lni37,2003,GI-Proceedings.37-7.pdf,1,"The article discusses the use of Domain Specific Ontologies and mentions the creation of a LOM-Editor as a Java-Applet, indicating the presence of research software developed for the purpose of enhancing the search and organization of learning resources in a P2P network.",0,"While the article presents a proposed model and discusses the potential benefits of the software, it does not provide an evaluation of the software's quality characteristics or performance metrics.",1,"The article outlines a conceptual framework for a P2P network and discusses its implications, suggesting that it is based on empirical observations and related works, indicating that it serves as a means to conduct empirical research.",success
lni37,2003,GI-Proceedings.37-8.pdf,1,"The article describes the development of the Shared Multimedia Notebook, a Java-based tool designed for cooperative learning environments, which qualifies as research software since it involves source code and algorithms created for research purposes.",1,"The article discusses the functionalities and effectiveness of the Shared Multimedia Notebook, indicating an evaluation of its capabilities in supporting collaborative learning, which aligns with assessing quality characteristics of the software.",1,"The article presents a framework for using the software in cooperative learning scenarios, suggesting that it is used in empirical research contexts to study its impact on learning processes, thus qualifying it as an empirical study.",success
lni37,2003,GI-Proceedings.37-9.pdf,1,"The article discusses the development and implementation of the IVES system (Interaktives Vorlesungs-Evaluierungssystem), which is a web application used for interactive lectures. This qualifies as research software since it involves software created for a specific research purpose in the educational context.",1,"The article evaluates the IVES system by discussing its functionality, user roles, and the feedback received from students and lecturers during its use in real lectures. This indicates an assessment of the software's effectiveness and quality characteristics.",1,"The article presents empirical research by reporting on the outcomes of interactive lectures, including student performance and feedback. It employs statistical analysis of exam results and questionnaire responses, which aligns with the criteria for empirical studies.",success
lni52,2004,GI.-.Proceedings.52-1.pdf,1,"The article discusses the development and use of e-learning resources, which typically involve software components such as online course platforms and interactive learning tools. These resources can be classified as research software since they are created for educational and research purposes.",1,"The article includes a section on quality assurance and evaluation of the e-learning resources developed under the Swiss Virtual Campus program. It discusses the assessment of these resources' effectiveness and quality, indicating that the software is being evaluated.",1,"The article presents findings from various projects that involved empirical data collection and analysis regarding the effectiveness of e-learning resources. It discusses the experiences of students and the outcomes of using these resources, which aligns with the characteristics of an empirical study.",success
lni52,2004,GI.-.Proceedings.52-10.pdf,1,"The article discusses the development and implementation of a MultiView user interface for integrated learning environments, which implies the presence of research software as it involves the creation of a software tool designed for educational purposes.",1,"The article mentions that the MultiView user interface is being tested in practice, indicating that there is an evaluation of the software's effectiveness and usability in real-world educational settings.",1,"The article describes an empirical evaluation of the learning environment and the MultiView user interface, including the collection of data over a period of two semesters, which aligns with the characteristics of an empirical study.",success
lni52,2004,GI.-.Proceedings.52-11.pdf,1,"The article discusses the development and implementation of various modeling approaches and systems (such as PoCs and Cooplets) for supporting cooperative learning in blended learning scenarios, indicating the presence of research software.",1,"The article evaluates the effectiveness of the proposed modeling approaches and systems in supporting cooperative learning, which involves assessing their quality characteristics and usability in educational contexts.",1,"The article presents a blended learning scenario that includes empirical elements, such as the collection of data from cooperative learning activities and the analysis of outcomes, indicating that it employs empirical research methods.",success
lni52,2004,GI.-.Proceedings.52-12.pdf,1,"The article discusses the development and implementation of learning modules, including a multimedia textbook and tools for process modeling and project tutoring, which are considered research software created for educational purposes in software engineering.",1,"The article includes an evaluation of the learning modules and tools used in the educational context, assessing their effectiveness and usability based on student feedback and performance during the software projects.",1,"The article describes an empirical study involving the implementation of the Unified Process in educational settings, where the effectiveness of the learning modules was tested through student projects and evaluations, thus fulfilling the criteria for empirical research.",success
lni52,2004,GI.-.Proceedings.52-13.pdf,1,"The article discusses the development of a semiautomatic metadata authoring tool (SAMAT) for creating metadata for educational resources, which qualifies as research software since it involves a computational tool created for research purposes.",1,"The article evaluates the SAMAT tool in terms of its effectiveness in generating consistent and comparable metadata, which involves assessing its quality characteristics and usability for authors.",1,"The article describes the implementation of the SAMAT tool within the context of empirical projects (AMG and WWR), indicating that it is used in a research setting that involves empirical methodologies for metadata generation.",success
lni52,2004,GI.-.Proceedings.52-14.pdf,1,"The article describes the development of a programming interface (API) for learning objects, which includes a Java implementation demonstrating its functionality. This indicates the presence of research software created for the purpose of the study.",1,"The article includes a section on evaluation, discussing the functionality and potential improvements of the developed API, which suggests that the quality characteristics of the software are being assessed.",1,"The article references the results of a project (mαth-kit) and discusses the application of the developed software in real-world scenarios, indicating that it is based on empirical research methodologies.",success
lni52,2004,GI.-.Proceedings.52-15.pdf,0,"The article discusses eLearning standards and adaptability in learning systems but does not mention any specific research software, source code, algorithms, or computational workflows developed during the research process.",0,There is no evaluation of any research software in the article. It primarily focuses on discussing standards and concepts related to adaptability in eLearning systems without assessing the quality or performance of any software.,0,The article does not present an empirical study. It is more of a theoretical discussion on eLearning standards and adaptability rather than reporting on empirical research involving hypothesis testing or data analysis.,success
lni52,2004,GI.-.Proceedings.52-16.pdf,1,"The article discusses two support systems, WILD-Tools and ConcertStudeo, which are described as research software developed for enhancing interaction in traditional classroom settings. This indicates the presence of research software created for educational purposes.",1,"The article evaluates the design and functionality of the WILD-Tools and ConcertStudeo systems, discussing their effectiveness in supporting classroom interactions. This evaluation of their design and usability suggests an assessment of quality characteristics.",1,"The article presents scenarios and design considerations for the use of mobile devices in classroom settings, implying an empirical approach to understanding how these systems can enhance learning. It discusses the implementation and potential outcomes of using these systems in real educational contexts, aligning with the characteristics of empirical research.",success
lni52,2004,GI.-.Proceedings.52-17.pdf,1,"The article discusses the development and use of electronic learning systems and courses, which implies the presence of research software created for educational purposes.",1,"The article evaluates the effectiveness and quality of the IMPULS courses and learning arrangements, indicating a focus on assessing the software's performance in educational contexts.",1,"The article describes empirical research conducted through the implementation of the IMPULS courses, involving student feedback and performance assessments, which aligns with the criteria for empirical studies.",success
lni52,2004,GI.-.Proceedings.52-18.pdf,1,"The article discusses the development of interactive multimedia learning modules and mentions the creation of specific software tools, such as the 'Java-based Medical Image Processing Tool for Distance Learning and Teleteaching' (JAMIP), indicating the presence of research software.",0,"While the article describes the software and its intended use in educational contexts, it does not provide an evaluation of the software's quality characteristics or performance metrics, which is necessary for classification as an evaluation.",1,"The article outlines the implementation of multimedia learning modules in educational settings, which involves empirical research methods such as the assessment of student engagement and learning outcomes, thus qualifying it as an empirical study.",success
lni52,2004,GI.-.Proceedings.52-19.pdf,1,"The article discusses the integration of email services into a cooperative learning environment, specifically mentioning the implementation within the open-source environment sTeam, which indicates the presence of research software.",1,"The article evaluates the integration of email services and discusses the effectiveness of this integration based on user experiences and previous evaluations, indicating a focus on quality characteristics of the software.",1,"The article presents findings based on user experiences and evaluations of the sTeam system, which suggests that it employs empirical research methods to assess the integration of email services in a learning environment.",success
lni52,2004,GI.-.Proceedings.52-2.pdf,1,"The article discusses the development of various prototypes and applications, such as the Texture Painter and the Tracking Game Table, which are considered research software as they were created for the purpose of enhancing learning environments.",0,"While the article describes the use of the software in educational settings, it does not provide an evaluation of the software's quality characteristics or effectiveness.",1,"The article outlines an empirical study involving fieldwork, observations, and interviews, as well as the testing of prototypes in real educational settings, which aligns with the criteria for empirical research.",success
lni52,2004,GI.-.Proceedings.52-20.pdf,1,"The article discusses the integration of a role-based access control system into the CSCL environment KOLUMBUS, indicating the presence of research software developed for this purpose.",0,"While the article describes the implementation of the software, it does not provide an evaluation of the software's quality characteristics or performance metrics.",1,"The article outlines a framework for collaborative learning and discusses the application of the software in educational settings, suggesting that it is used in an empirical context to support learning processes.",success
lni52,2004,GI.-.Proceedings.52-21.pdf,1,"The article discusses the development and implementation of the CURE platform, which is a cooperative learning platform that includes functionalities for user-driven group formation. This indicates the presence of research software created for the purpose of the study.",1,"The article evaluates the CURE platform by analyzing user interactions and experiences, as well as the effectiveness of the group formation functionalities. This evaluation includes user feedback and log file analysis, which assess the quality and usability of the software.",1,"The article presents an empirical study involving 290 users of the CURE platform, collecting data on user interactions and group formation processes. This aligns with the criteria for empirical research, as it involves systematic observation and analysis of user behavior in a real-world educational context.",success
lni52,2004,GI.-.Proceedings.52-22.pdf,1,"The article discusses the generation of diagnostic training cases from medical reports using a specific authoring system (d3web.Train), which indicates the presence of research software developed for this purpose.",1,"The article includes initial test results that evaluate the usefulness of the generated training cases from the perspective of end users (medical students), indicating an evaluation of the software's effectiveness.",1,"The article describes an empirical study involving medical students who interacted with the training system, providing data on their experiences and evaluations, which aligns with the criteria for empirical research.",success
lni52,2004,GI.-.Proceedings.52-23.pdf,1,"The article discusses the development and implementation of a context-aware e-learning system, which implies the presence of research software in the form of algorithms and a technical solution developed during the project.",1,"The article includes an evaluation of the developed system within two companies, assessing its usability and effectiveness, which indicates that the quality characteristics of the software were evaluated.",1,"The article describes an empirical study involving the implementation and evaluation of the e-learning system in real-world settings, gathering user feedback and assessing the system's impact on learning processes.",success
lni52,2004,GI.-.Proceedings.52-24.pdf,1,"The article discusses the development of a specific LaTeX style called MMISSLATEX, which is used for semantic interrelation of documents. This indicates the presence of research software as it involves the creation of a tool for a research purpose.",1,"The article mentions an explicit procedure for evaluation of the MMISSLATEX style and its application in academic teaching, suggesting that the quality characteristics of the software are being assessed.",1,"The article describes the use of the MMISSLATEX style in the context of developing educational materials, which implies an empirical approach to assess its effectiveness in teaching, thus qualifying it as an empirical study.",success
lni52,2004,GI.-.Proceedings.52-25.pdf,1,"The article describes the development and implementation of the software 'WILD@Mannheim', which is specifically designed for interactive lectures. This software includes various functionalities such as quiz services and feedback mechanisms, indicating that it qualifies as research software created for a research purpose.",1,"The article includes evaluations of the software's effectiveness and user acceptance through various empirical studies conducted during interactive lectures. It discusses the feedback received from students regarding the software's usability and reliability, which constitutes an evaluation of the software's quality characteristics.",1,"The article presents empirical studies conducted at the University of Mannheim, where the software was used to facilitate interactive lectures. These studies involved measuring student engagement, learning outcomes, and satisfaction, which aligns with the criteria for empirical research as it includes hypothesis-testing and descriptive analysis.",success
lni52,2004,GI.-.Proceedings.52-26.pdf,0,"The article does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",0,"There is no evaluation of any research software in the article, as it does not discuss quality characteristics or performance metrics of any software.",1,"The article presents an empirical study that analyzes the usage behavior of participants in an E-Learning course, employing statistical methods to identify success factors, which qualifies it as an empirical research study.",success
lni52,2004,GI.-.Proceedings.52-27.pdf,1,"The article describes a computer-based training program (Diagnose-KIT) that includes a simulation environment for diagnosing technical faults, indicating the presence of research software developed for educational purposes.",1,"The article includes a formative evaluation of the software, assessing its effectiveness and user experience based on feedback from participants, which indicates that the quality characteristics of the software are being evaluated.",1,"The study involves empirical research with a sample of trainees who evaluated the software, and it employs both quantitative and qualitative methods to analyze the effectiveness of the training program, fitting the criteria for an empirical study.",success
lni52,2004,GI.-.Proceedings.52-28.pdf,0,"The article discusses various models for developing e-learning offerings but does not mention any specific research software, source code, algorithms, or computational workflows created during the research process.",0,The article does not evaluate any research software or its quality characteristics; it primarily focuses on comparing existing models rather than assessing software performance or effectiveness.,0,"The article is not an empirical study as it does not involve hypothesis testing, statistical methods, or any empirical research processes; it is more of a theoretical discussion on instructional design models.",success
lni52,2004,GI.-.Proceedings.52-29.pdf,1,"The article discusses the development of didactic software and proposes a usability engineering model for its design, indicating the presence of research software created for educational purposes.",1,"The article evaluates the usability and effectiveness of the proposed software in educational contexts, focusing on quality characteristics and user feedback during the development process.",1,"The article describes a cyclical and participatory development process that involves empirical evaluation of the software's use in real educational settings, aligning with the criteria for empirical research.",success
lni52,2004,GI.-.Proceedings.52-3.pdf,0,"The article discusses web accessibility and barriers in internet usage but does not mention any specific research software, algorithms, or computational workflows developed for the research purpose.",0,There is no evaluation of any research software in the article; it primarily focuses on the concept of web accessibility rather than assessing software quality or characteristics.,0,The article does not present an empirical study; it discusses theoretical aspects of web accessibility and barriers without conducting hypothesis-testing or descriptive empirical research.,success
lni52,2004,GI.-.Proceedings.52-30.pdf,1,"The article discusses the development of software for exploratory learning in educational contexts, indicating that research software was created as part of the study.",1,"The article includes a section on evaluating the software through case studies, assessing its effectiveness in facilitating exploratory learning processes.",1,"The article presents empirical studies conducted with the developed software, using it to explore educational outcomes and learner interactions.",success
lni52,2004,GI.-.Proceedings.52-31.pdf,1,"The article discusses the development of the SCHOLION WB+ learning platform, which qualifies as research software since it is a web-based, multimedia teaching and learning platform created for educational purposes.",1,"The article includes an evaluation of the digital accounting content and the learning platform, utilizing a mix of methods such as heuristic evaluation and surveys to assess the effectiveness and user experience of the software.",1,"The article describes an empirical study conducted with students to test the effectiveness of the didactic materials and the learning platform, indicating that it follows a structured research process with data collection and analysis.",success
lni52,2004,GI.-.Proceedings.52-32.pdf,1,"The article discusses the implementation of the Training Centre Manager (TCmanager), which includes features such as course evaluations, online tests, and access to laboratory machines, indicating the presence of research software developed for educational purposes.",1,"The article evaluates the effectiveness of the TCmanager in providing course evaluations and online tests, as well as its integration with an eLearning platform, suggesting an assessment of the software's quality and functionality.",1,"The article describes the use of the TCmanager in educational settings, including the collection of usage statistics and participant feedback, which aligns with empirical research methodologies focused on evaluating educational outcomes.",success
lni52,2004,GI.-.Proceedings.52-33.pdf,1,"The article describes the development and use of a web-based content management system called 'Schoolbook', which is explicitly mentioned as being created for educational purposes in the medical field. This qualifies as research software since it involves source code and a computational workflow designed for a specific research application.",1,"The article includes an evaluation of the Schoolbook software based on participant feedback and observations during the training seminar. The positive reactions and the impact on learning outcomes indicate that the quality and effectiveness of the software were assessed, fulfilling the criteria for software evaluation.",1,"The article describes an empirical study involving a training seminar where the effectiveness of the blended learning approach, facilitated by the Schoolbook software, was evaluated. The study involved participant interactions, feedback collection, and analysis of learning outcomes, which aligns with the characteristics of empirical research.",success
lni52,2004,GI.-.Proceedings.52-34.pdf,1,"The article discusses the development and implementation of the opensTeam system, which is a research software designed for cooperative learning environments. It specifically mentions the creation of a Shared Whiteboard client that allows for visual representation and interaction within a virtual knowledge space, indicating the presence of research software.",0,"While the article describes the functionality and application of the opensTeam system, it does not provide an evaluation of the software's quality characteristics or performance metrics. There is no assessment of how well the software meets specific criteria or user needs.",1,"The article describes the integration of the software into a university educational framework, where students engage in cooperative knowledge structuring. This suggests an empirical approach as it involves real-world application and observation of the software's use in educational settings, aligning with the characteristics of empirical research.",success
lni52,2004,GI.-.Proceedings.52-35.pdf,0,"The article discusses the integration of various e-learning systems and the concept of a server-based user management system, but it does not mention any specific research software, source code, or algorithms developed as part of the research.",0,There is no evaluation of any research software in the article. It focuses on theoretical concepts and scenarios rather than assessing the quality or performance of any software.,0,"The article does not present an empirical study. It outlines a conceptual framework for cooperative learning across server boundaries without providing empirical data, hypothesis testing, or statistical analysis.",success
lni52,2004,GI.-.Proceedings.52-36.pdf,1,"The article discusses the development and implementation of an eLearning platform, which implies the presence of research software in the form of the Learning Management System (CLIX) and associated tools used for eLearning.",0,"While the article describes the eLearning platform and its integration, it does not provide an evaluation of the software's quality characteristics or performance metrics.",1,"The article outlines the implementation of eLearning strategies and their integration into curricula, indicating that it involves empirical research methods to assess the effectiveness and acceptance of these educational technologies.",success
lni52,2004,GI.-.Proceedings.52-37.pdf,1,"The article discusses the development of multimedia teaching materials for software engineering courses, indicating the presence of research software in the form of educational resources and tools created for this purpose.",0,The article does not provide an evaluation of the quality characteristics of the research software; it focuses more on the development and management of educational materials rather than assessing their effectiveness or quality.,0,The article does not present an empirical study; it describes a project aimed at creating educational materials without conducting hypothesis-testing or descriptive empirical research.,success
lni52,2004,GI.-.Proceedings.52-38.pdf,1,"The article discusses the development of a tool for managing educational modules, indicating the presence of research software created for the purpose of enhancing mobile learning scenarios.",1,"The article evaluates the effectiveness and efficiency of the mobile learning scenarios and the infrastructure used, which implies an assessment of the software's quality characteristics.",1,"The article describes a project-based approach where students engage with real-world problems, indicating that empirical methods were used to assess learning outcomes and experiences.",success
lni52,2004,GI.-.Proceedings.52-39.pdf,1,"The article discusses the use of mobile devices and specific tools developed for educational purposes, indicating the presence of research software such as the NUKATH cooperation tools used for electronic feedback and assessments.",0,"While the article describes the use of research software in educational settings, it does not provide an evaluation of the software's quality characteristics or effectiveness.",1,"The article presents findings from three seminars where mobile devices were used in teaching, indicating that it involves empirical research through the observation and analysis of educational outcomes.",success
lni52,2004,GI.-.Proceedings.52-4.pdf,1,"The article discusses various tools and strategies for creating XML-based multimedia materials, indicating the presence of research software related to XML authoring processes.",1,"The article evaluates the suitability and acceptance of different authoring tools and strategies, comparing their effectiveness in the XML-based content creation process.",1,"The article includes empirical evaluations of the tools used in the authoring process, assessing their practical application and user acceptance, which aligns with the characteristics of an empirical study.",success
lni52,2004,GI.-.Proceedings.52-40.pdf,1,"The article discusses the development of interactive environments using modular projection systems and software for visualizing space, indicating the presence of research software created for educational and experimental purposes.",0,"While the article describes the implementation and user experience of the software, it does not provide a formal evaluation of the software's quality characteristics or performance metrics.",1,"The article describes an empirical study where students engage in creative projects using the software, demonstrating a structured approach to learning and experimentation, which aligns with the characteristics of empirical research.",success
lni52,2004,GI.-.Proceedings.52-41.pdf,0,"The article discusses a project aimed at improving media competence among teachers but does not mention any specific research software, source code, or computational tools developed during the research process.",0,There is no evaluation of any research software in the article. The focus is on pedagogical concepts and course implementation rather than assessing software quality or performance.,1,"The article describes an empirical study involving the evaluation of online learning experiences through qualitative methods such as questionnaires and interviews, indicating that it conducts empirical research.",success
lni52,2004,GI.-.Proceedings.52-42.pdf,1,"The article discusses the development of eLearning tools, specifically 'InternetExplorativ' and 'VideoExplorativ', which are classified as research software created for educational purposes in the field of telematics.",1,"The article includes a formative evaluation of the developed tools based on student feedback, assessing their usability and effectiveness in enhancing learning outcomes.",1,"The article describes an empirical study involving the use of the developed software in a practical setting with students, collecting data on their experiences and learning outcomes, which aligns with the criteria for empirical research.",success
lni52,2004,GI.-.Proceedings.52-43.pdf,1,"The article discusses the WiKo application, which is described as an E-Learning tool designed to support work-process-oriented training. This indicates the presence of research software developed for educational purposes.",0,The article does not provide an evaluation of the WiKo application in terms of its quality characteristics or effectiveness. It focuses on the description and functionality of the software rather than assessing its performance or impact.,1,"The article describes the application of the WiKo software in a real-world training context at Deutsche Telekom, suggesting that it is used in an empirical setting to facilitate learning processes, which aligns with the definition of an empirical study.",success
lni52,2004,GI.-.Proceedings.52-44.pdf,1,"The article discusses the integration of the open-source learning management system Stud.IP, which is a form of research software used for managing educational content and workflows.",0,The article does not provide an evaluation of the quality characteristics of the Stud.IP software; it primarily focuses on its implementation and benefits rather than assessing its performance or effectiveness.,0,"The article does not present an empirical study; it describes a system integration and workflow optimization without reporting on hypothesis testing, statistical analysis, or empirical data collection.",success
lni52,2004,GI.-.Proceedings.52-45.pdf,1,"The article describes the development of a web-based COM-Editor software that assists in modeling, accounting, and evaluation of educational cost models, indicating the presence of research software.",1,"The article discusses the verification of the model through practical application and workshops, suggesting that the software's effectiveness and usability were evaluated in real-world scenarios.",1,"The article presents findings from a workshop conducted with international educational operators, which involved practical application and feedback, aligning with the characteristics of an empirical study.",success
lni52,2004,GI.-.Proceedings.52-46.pdf,0,"The article discusses legal aspects of handling learning objects and does not mention any specific research software, algorithms, or computational workflows created for research purposes.",0,There is no evaluation of any research software in the article; it focuses on legal frameworks rather than assessing software quality or characteristics.,0,"The article is not an empirical study; it does not present hypothesis-testing, descriptive, or intervening empirical research, but rather provides a theoretical overview of legal issues related to learning objects.",success
lni52,2004,GI.-.Proceedings.52-47.pdf,1,"The article discusses the implementation of a mobile IP client software (Secgo Mobile IP Client) that facilitates mobile communication, indicating the presence of research software developed for the study.",0,"While the article describes the functionality of the mobile IP client, it does not provide an evaluation of its quality characteristics or performance metrics, which is necessary for software evaluation.",1,"The article includes empirical measurements of data rates and signal latency during communication tests, indicating that it employs empirical research methods to analyze the performance of the mobile IP system.",success
lni52,2004,GI.-.Proceedings.52-48.pdf,1,"The article discusses the development of ActiveSlide, a multimedia authoring tool that allows for the creation of interactive presentations and learning applications. This indicates the presence of research software as it involves source code and algorithms designed for educational purposes.",0,"While the article describes the functionalities and features of ActiveSlide, it does not provide an evaluation of the software's quality characteristics or performance metrics, which is necessary for a software evaluation classification.",0,"The article does not present an empirical study involving hypothesis testing or data collection. Instead, it focuses on the development and application of a software tool without reporting on empirical research findings or methodologies.",success
lni52,2004,GI.-.Proceedings.52-49.pdf,1,"The article discusses the development and implementation of research software, including algorithms and computational workflows that were created for the research purpose.",1,"The article includes a section that evaluates the quality characteristics of the research software, assessing its effectiveness and performance in the context of the study.",1,"The article presents an empirical study where the software is used to conduct research, employing statistical methods to analyze data and test hypotheses.",success
lni52,2004,GI.-.Proceedings.52-5.pdf,1,"The article describes the development and use of the TeleTeachingTool, which is a software application created for educational purposes. This qualifies as research software since it was developed specifically for research-related activities in the context of teaching and learning.",1,"The article includes an evaluation of the TeleTeachingTool, discussing its effectiveness and usability in educational settings. This evaluation assesses the quality characteristics of the software, indicating that it is indeed an evaluation of the software.",1,"The article presents empirical research involving the use of the TeleTeachingTool in educational settings, where it is tested and analyzed based on user feedback and performance metrics. This aligns with the criteria for empirical studies, as it involves hypothesis testing and data collection related to the software's impact on learning.",success
